Id_cliente;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha_pedido;Id_pedido;Fecha envío;Telefono;Email;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
C3370;NA;Central African Republic;Material de oficina;Offline;Baja;17/04/2021;337054812;24/05/2021;3109472710;lmartin@example.org;864;651,21 €;524,96 €;562.645,44 €;453.565,44 €
C2113;NA;Netherlands;Cárnicos;Offline;Crítica;24/05/2020;211337316;8/07/2020;3016768261;richard88@example.org;8263;421,89 €;364,69 €;3.486.077,07 €;3.013.433,47 €
C1901;NA;Solomon Islands;Snacks;Offline;Media;30/06/2022;190168464;15/08/2022;3108019732;vmurphy@example.org;3929;152,58 €;97,44 €;599.486,82 €;382.841,76 €
;NA;Seychelles ;Ropa;Offline;Media;16/04/2020;425159585;26/05/2020;3159082353;xsmith@example.com;3024;109,28 €;35,84 €;330.462,72 €;108.380,16 €
C2382;NA;Kazakhstan;Cárnicos;Online;Baja;7/08/2022;238234508;21/08/2022;3115145391;rogermueller@example.com;7740;421,89 €;364,69 €;3.265.428,60 €;2.822.700,60 €
C3716;NA;Hungary;Cosméticos;Offline;Alta;26/06/2021;371629559;16/07/2021;3113470948;larsenjames@example.net;2300;437,20 €;263,33 €;1.005.560,00 €;605.659,00 €
C7378;NA;Laos;Alimento infantil;Offline;Baja;13/04/2022;737893569;30/05/2022;3131108902;dramirez@example.net;7960;255,28 €;159,42 €;2.032.028,80 €;1.268.983,20 €
C8698;NA;Yemen;Ropa;Online;Crítica;25/02/2022;869887864;15/04/2022;3025894687;richard36@example.net;8005;109,28 €;35,84 €;874.786,40 €;286.899,20 €
C3707;NA;Russia;Cuidado personal;Offline;Alta;1/02/2020;370786273;16/02/2020;3131834445;ravenmiller@example.org;2753;81,73 €;56,67 €;225.002,69 €;156.012,51 €
C2640;NA;Philippines;Cereales;Offline;Alta;10/03/2021;264075124;11/03/2021;3158133052;mmckinney@example.org;4552;205,70 €;117,11 €;936.346,40 €;533.084,72 €
C7435;NA;Marshall Islands;Frutas;Online;Baja;22/12/2020;743553245;22/12/2020;3167051314;sarazimmerman@example.net;2783;9,33 €;6,92 €;25.965,39 €;19.258,36 €
C7233;NA;Burkina Faso;Cuidado personal;Online;Crítica;24/01/2021;723331964;11/02/2021;3008376217;jeremy90@example.com;8857;81,73 €;56,67 €;723.882,61 €;501.926,19 €
C9878;NA;Kosovo;Snacks;Offline;Media;23/01/2022;987835109;13/03/2022;3168322995;michaeljackson@example.net;1215;152,58 €;97,44 €;185.384,70 €;118.389,60 €
C1417;NA;North Korea;Material de oficina;Offline;Alta;7/02/2022;141799008;28/03/2022;3145242455;bryan98@example.com;333;651,21 €;524,96 €;216.852,93 €;174.811,68 €
C4602;NA;Bhutan;Snacks;Online;Alta;1/03/2021;460272490;16/03/2021;3187224327;julia61@example.net;3713;152,58 €;97,44 €;566.529,54 €;361.794,72 €
C2386;NA;Switzerland;Material de oficina;Offline;2;25/06/2022;238616883;2/07/2022;3018892350;mayersusan@example.com;893;651,21 €;524,96 €;581.530,53 €;468.789,28 €
C5425;NA;Libya;Cuidado personal;Offline;Alta;17/07/2022;542506015;7/08/2022;3159188892;richard18@example.net;8440;81,73 €;56,67 €;689.801,20 €;478.294,80 €
C2579;NA;Honduras;Verduras;Online;Alta;4/02/2021;257926213;23/02/2021;3131149986;vicki46@example.net;4953;154,06 €;90,93 €;763.059,18 €;450.376,29 €
C1411;NA;Benin;Alimento infantil;Online;Media;2/08/2022;141176307;20/09/2022;3048690406;sarahgarcia@example.net;6061;255,28 €;159,42 €;1.547.252,08 €;966.244,62 €
C5688;NA;Egypt;Cárnicos;Online;Media;31/05/2020;568867623;22/06/2020;3127052545;brendasosa@example.net;9426;421,89 €;364,69 €;3.976.735,14 €;3.437.567,94 €
C1879;NA;Cyprus;Bebida;Online;Media;5/04/2021;187923991;17/05/2021;3154842621;sheryl07@example.org;9740;47,45 €;31,79 €;462.163,00 €;309.634,60 €
C8655;NA;Morocco;Cereales;Online;Alta;4/10/2020;865581738;23/10/2020;3025183815;fulleramanda@example.org;3726;205,70 €;117,11 €;766.438,20 €;436.351,86 €
C9393;NA;Estonia;Bebida;Offline;Alta;8/02/2022;939389693;15/02/2022;3182456508;nealkenneth@example.org;5140;47,45 €;31,79 €;243.893,00 €;163.400,60 €
C1672;NA;South Korea;Alimento infantil;Online;Crítica;24/04/2020;167209184;16/05/2020;3014621414;ktaylor@example.org;9768;255,28 €;159,42 €;2.493.575,04 €;1.557.214,56 €
C1772;NA;Vietnam;Cosméticos;Online;Media;20/10/2020;177214038;6/11/2020;3156669966;ycooper@example.net;427;437,20 €;263,33 €;186.684,40 €;112.441,91 €
C4178;NA;Syria;Snacks;Offline;Alta;29/10/2020;417890584;6/11/2020;3172203438;brittney70@example.net;1965;152,58 €;97,44 €;299.819,70 €;191.469,60 €
C4080;NA;Luxembourg;Ropa;Online;Baja;27/04/2022;408037650;27/04/2022;3104061343;kathygraves@example.net;6263;109,28 €;35,84 €;684.420,64 €;224.465,92 €
C1867;NA;Cuba;Cosméticos;Online;Alta;28/11/2021;-186766564;12/12/2021;3108077738;robert63@example.com;7232;437,20 €;263,33 €;3.161.830,40 €;1.904.402,56 €
C7635;NA;Maldives;Cárnicos;Offline;Alta;27/11/2020;763501155;2/12/2020;3054727478;williamrandall@example.net;5813;421,89 €;364,69 €;2.452.446,57 €;2.119.942,97 €
C9679;NA;Taiwan;Bebida;Online;Media;10/01/2021;967977750;22/02/2021;3183502642;carriepeterson@example.com;4982;47,45 €;31,79 €;236.395,90 €;158.377,78 €
C6002;NA;Bosnia and Herzegovina;Snacks;Offline;Crítica;7/02/2020;600245177;14/03/2020;3131176556;jenniferscott@example.org;4742;152,58 €;97,44 €;723.534,36 €;462.060,48 €
C8806;NA;Afghanistan;Cosméticos;Offline;Baja;28/01/2022;880664765;3/02/2022;3012146621;xtravis@example.net;7129;437,20 €;263,33 €;3.116.798,80 €;1.877.279,57 €
C3999;NA;Canada;Cereales;Online;Media;20/04/2021;399910342;4/05/2021;3152533777;john90@example.com;1212;205,70 €;117,11 €;249.308,40 €;141.937,32 €
C9689;NA;Qatar;Cárnicos;Offline;Media;4/02/2021;968968236;8/03/2021;3042247556;ruben64@example.com;8088;421,89 €;364,69 €;3.412.246,32 €;2.949.612,72 €
C8691;NA;Malta;Verduras;Offline;Baja;24/11/2020;869137275;15/12/2020;3006555934;lisa26@example.org;5889;154,06 €;90,93 €;907.259,34 €;535.486,77 €
C7020;NA;Bahrain;Verduras;Online;Crítica;19/07/2020;702028787;25/07/2020;3051068040;jasminejoseph@example.org;4773;154,06 €;90,93 €;735.328,38 €;434.008,89 €
C2395;NA;Zambia;Frutas;Offline;Baja;19/09/2021;239566600;20/09/2021;3123394660;opoole@example.com;1935;9,33 €;6,92 €;18.053,55 €;13.390,20 €
C6739;NA;Bangladesh;Ropa;Online;Crítica;5/10/2020;673987042;7/11/2020;3122534185;reneelee@example.net;6598;109,28 €;35,84 €;721.029,44 €;236.472,32 €
C5678;NA;Egypt;Cárnicos;Offline;Media;1/08/2021;567838943;14/08/2021;3013577501;westalyssa@example.com;5017;421,89 €;364,69 €;2.116.622,13 €;1.829.649,73 €
C8039;NA;Japan;Ropa;Online;Crítica;9/10/2022;803983628;1/11/2022;3121630850;amiller@example.net;5477;109,28 €;35,84 €;598.526,56 €;196.295,68 €
C5355;NA;Jamaica;Cosméticos;Offline;Media;21/11/2021;535594928;17/12/2021;3048247081;ruthhernandez@example.org;3296;437,20 €;263,33 €;1.441.011,20 €;867.935,68 €
C3361;NA;Namibia;Alimento infantil;Online;Media;14/08/2022;336159169;17/08/2022;3058754550;michael16@example.net;5823;255,28 €;159,42 €;1.486.495,44 €;928.302,66 €
C8494;NA;Federated States of Micronesia;Cárnicos;Offline;Crítica;21/11/2021;849475181;12/12/2021;3113928621;josephkirby@example.net;7438;421,89 €;364,69 €;3.138.017,82 €;2.712.564,22 €
C5396;NA;Iran;Ropa;Offline;Media;6/10/2022;539654290;18/10/2022;3128883932;joshuanicholson;4552;109,28 €;35,84 €;497.442,56 €;163.143,68 €
C6411;NA;Malaysia;Cereales;Online;Alta;20/07/2021;641120326;3/09/2021;3152629927;howard69@example.com;606;205,70 €;117,11 €;124.654,20 €;70.968,66 €
C2086;NA;Tajikistan;Verduras;Offline;Crítica;4/09/2020;208609616;5/09/2020;3157779034;dsimmons@example.net;1076;154,06 €;90,93 €;165.768,56 €;97.840,68 €
C1671;NA;Iran;Cárnicos;Offline;Alta;20/07/2021;167170989;22/07/2021;3011590818;walter83@example.org;8465;421,89 €;364,69 €;3.571.298,85 €;3.087.100,85 €
C1621;NA;Samoa ;Cárnicos;Online;Crítica;3/04/2020;162165772;6/05/2020;3181399911;whitevalerie@example.com;7311;421,89 €;364,69 €;3.084.437,79 €;2.666.248,59 €
C8092;NA;Botswana;Cosméticos;Online;Crítica;5/06/2020;809267795;20/06/2020;3007011192;jessica44@example.net;9179;437,20 €;263,33 €;4.013.058,80 €;2.417.106,07 €
C5444;NA;Austria;Alimento infantil;Online;Crítica;22/05/2020;544463384;25/06/2020;3177904479;jamesmartin@example.com;7669;255,28 €;159,42 €;1.957.742,32 €;1.222.591,98 €
C5740;NA;Syria;Bebida;Online;Alta;17/04/2020;574051368;1/05/2020;3043998008;rmiller@example.com;3411;47,45 €;31,79 €;161.851,95 €;108.435,69 €
C8246;NA;Senegal;Frutas;Online;Crítica;10/09/2020;824643075;23/10/2020;3014319190;davidcarlson@example.org;9066;9,33 €;6,92 €;84.585,78 €;62.736,72 €
C3931;NA;Mauritius ;Cuidado personal;Offline;Media;11/02/2021;393162333;29/03/2021;3161794008;mcleananita@example.org;4326;81,73 €;56,67 €;353.563,98 €;245.154,42 €
C6968;NA;Cote d'Ivoire;Frutas;Online;Alta;28/06/2021;696845471;8/07/2021;3166523621;wattsvicki@example.net;915;9,33 €;6,92 €;8.536,95 €;6.331,80 €
C5232;NA;Belize;Ropa;Offline;Alta;18/09/2020;523241317;3/10/2020;3106993891;bstewart@example.org;7588;109,28 €;35,84 €;829.216,64 €;271.953,92 €
C9802;NA;Morocco;Cereales;Offline;Baja;15/12/2020;980211198;15/12/2020;3118672363;matthewramos@example.net;5131;205,70 €;117,11 €;1.055.446,70 €;600.891,41 €
C5459;NA;Australia;Doméstico;Online;Baja;27/06/2020;545928943;10/08/2020;3029248955;tara60@example.com;1361;668,27 €;502,54 €;909.515,47 €;683.956,94 €
C9188;NA;Senegal;Verduras;Online;Baja;5/11/2020;918880879;13/12/2020;3167927985;kelsey94@example.net;6127;154,06 €;90,93 €;943.925,62 €;557.128,11 €
C2678;NA;Antigua and Barbuda ;Verduras;Offline;Alta;18/07/2022;267865836;30/07/2022;3024583891;david42@example.org;6308;154,06 €;90,93 €;971.810,48 €;573.586,44 €
C8819;NA;Poland;Material de oficina;Online;Alta;8/10/2020;881995141;20/10/2020;3153687804;butlerchristina@example.org;817;651,21 €;524,96 €;532.038,57 €;428.892,32 €
C6206;NA;Kosovo;Cuidado personal;Online;Crítica;17/02/2021;620692622;6/03/2021;3007422767;williamsjames@example.net;5595;81,73 €;56,67 €;457.279,35 €;317.068,65 €
C5636;NA;Malaysia;Cárnicos;Online;Media;19/01/2021;563694608;11/02/2021;3008702509;brussell@example.com;8616;421,89 €;364,69 €;3.635.004,24 €;3.142.169,04 €
C9610;NA;Guatemala;Bebida;Online;Alta;26/08/2022;961049926;9/09/2022;3019609000;xperkins@example.com;4885;47,45 €;31,79 €;231.793,25 €;155.294,15 €
C7831;NA;Vanuatu;Material de oficina;Online;Baja;24/09/2022;783119904;30/10/2022;3004362744;tdrake@example.org;1437;651,21 €;524,96 €;935.788,77 €;754.367,52 €
C8705;NA;Nicaragua;Cuidado personal;Online;Alta;13/10/2022;-870578372;6/11/2022;3187702998;cprince@example.net;2341;81,73 €;56,67 €;191.329,93 €;132.664,47 €
C7844;NA;Lesotho;Snacks;Offline;Media;3/11/2021;784411656;29/11/2021;3046991397;taylor82@example.com;3695;152,58 €;97,44 €;563.783,10 €;360.040,80 €
C1559;NA;Turkmenistan;Doméstico;Offline;Crítica;10/10/2020;155918586;7/11/2020;3177885968;kwoods;8629;668,27 €;502,54 €;5.766.501,83 €;4.336.417,66 €
C9367;NA;Saudi Arabia;Cosméticos;Offline;Crítica;7/11/2020;936710488;8/12/2020;3144923958;ericbell@example.net;2304;437,20 €;263,33 €;1.007.308,80 €;606.712,32 €
C6487;NA;Japan;Snacks;Online;Media;24/04/2022;648711192;16/05/2022;3013692187;lyonsdanielle@example.com;6912;152,58 €;97,44 €;1.054.632,96 €;673.505,28 €
C9341;NA;Latvia;Doméstico;Online;Crítica;1/02/2020;934157025;3/02/2020;3143551686;pennywashington@example.org;6678;668,27 €;502,54 €;4.462.707,06 €;3.355.962,12 €
C8055;NA;Greenland;Ropa;Online;Crítica;11/05/2022;805596816;23/05/2022;3023420853;wesleyfrancis@example.net;2855;109,28 €;35,84 €;311.994,40 €;102.323,20 €
C6958;NA;Costa Rica;Cereales;Online;Alta;30/07/2020;695891892;3/08/2020;3141801330;qkelly@example.com;8730;205,70 €;117,11 €;1.795.761,00 €;1.022.370,30 €
C2082;NA;Japan;Cuidado personal;Offline;Baja;24/04/2022;208216083;13/05/2022;3112034360;robert35@example.net;4621;81,73 €;56,67 €;377.674,33 €;261.872,07 €
C3660;NA;Cyprus;Cereales;Offline;Crítica;25/03/2021;366055715;5/04/2021;3055032169;heatherwhite@example.com;2875;205,70 €;117,11 €;591.387,50 €;336.691,25 €
C4632;NA;Pakistan;Cárnicos;Online;Baja;3/06/2021;463209617;27/06/2021;3125358726;obriggs@example.net;2874;421,89 €;364,69 €;1.212.511,86 €;1.048.119,06 €
C3137;NA;Monaco;Cosméticos;Online;Media;25/08/2021;313789117;7/09/2021;3187754291;richardjones@example.net;6028;437,20 €;263,33 €;2.635.441,60 €;1.587.353,24 €
C7022;NA;China;Cereales;Offline;Crítica;6/07/2022;702218043;29/07/2022;3154477837;cassandra02@example.org;779;205,70 €;117,11 €;160.240,30 €;91.228,69 €
C2332;NA;New Zealand;Cárnicos;Online;Alta;26/02/2022;233232724;8/03/2022;3013150653;lboyer@example.com;7601;421,89 €;364,69 €;3.206.785,89 €;2.772.008,69 €
C2818;NA;Guatemala;Alimento infantil;Offline;Baja;20/07/2020;281881988;11/08/2020;3161299214;evan79@example.com;3999;255,28 €;159,42 €;1.020.864,72 €;637.520,58 €
C9435;NA;Libya;Snacks;Online;Media;6/12/2020;943527162;22/12/2020;3103398941;sarahallen@example.net;9509;152,58 €;97,44 €;1.450.883,22 €;926.556,96 €
C5838;NA;Liechtenstein;Cárnicos;Offline;Media;24/08/2022;583842074;4/10/2022;3184718233;campbellconnor@example.org;699;421,89 €;364,69 €;294.901,11 €;254.918,31 €
C7888;NA;Democratic Republic of the Congo;Alimento infantil;Online;Alta;3/08/2022;788813054;9/08/2022;3111698404;wesleycameron@example.net;6167;255,28 €;159,42 €;1.574.311,76 €;983.143,14 €
C5147;NA;Mongolia;Cuidado personal;Online;Crítica;4/05/2022;514738929;16/05/2022;3044700935;trevorvillarreal@example.org;1543;81,73 €;56,67 €;126.109,39 €;87.441,81 €
C1382;NA;Bosnia and Herzegovina;Frutas;Offline;Media;7/01/2021;138231027;28/01/2021;3153508463;eparker@example.com;4487;9,33 €;6,92 €;41.863,71 €;31.050,04 €
C1062;NA;Cuba;Cereales;Online;Crítica;13/06/2022;106213176;15/07/2022;3165701787;gary99@example.org;9694;205,70 €;117,11 €;1.994.055,80 €;1.135.264,34 €
C4859;NA;Bhutan;Snacks;Offline;Media;6/04/2022;485921704;15/04/2022;31054;josephmeyers@example.com;3885;152,58 €;97,44 €;592.773,30 €;378.554,40 €
C5149;NA;Laos;Material de oficina;Online;Alta;18/10/2020;514905440;22/10/2020;3118673749;ljohnson@example.net;817;651,21 €;524,96 €;532.038,57 €;428.892,32 €
C8510;NA;Turkmenistan;Cuidado personal;Online;Baja;23/08/2021;851025712;27/09/2021;3181477380;charlesho@example.org;6275;81,73 €;56,67 €;512.855,75 €;355.604,25 €
C4224;NA;Papua New Guinea;Alimento infantil;Offline;Baja;24/08/2021;422456347;26/08/2021;3161069308;brookescott@example.org;3076;255,28 €;159,42 €;785.241,28 €;490.375,92 €
C4776;NA;Qatar;Cosméticos;Offline;Alta;29/11/2020;477683675;23/12/2020;3051377980;castillocharlene@example.net;6069;437,20 €;263,33 €;2.653.366,80 €;1.598.149,77 €
C5355;NA;Palau;Ropa;Online;Baja;19/05/2021;535506522;25/05/2021;3057880514;adamsjason@example.org;7135;109,28 €;35,84 €;779.712,80 €;255.718,40 €
C6350;NA;Philippines;Cereales;Online;Baja;15/07/2022;635036218;31/07/2022;3133937065;john45@example.com;184;205,70 €;117,11 €;37.848,80 €;21.548,24 €
C8856;NA;Papua New Guinea;Cárnicos;Offline;Baja;31/10/2022;885696589;11/11/2022;3145002448;lynchbryan@example.org;6158;421,89 €;364,69 €;2.597.998,62 €;2.245.761,02 €
C1172;NA;Liberia;Verduras;Offline;Baja;14/02/2021;117223966;25/02/2021;3123150015;patrick03@example.org;8031;154,06 €;90,93 €;1.237.255,86 €;730.258,83 €
C8296;NA;Iran;Ropa;Offline;Alta;16/12/2020;829667174;9/01/2021;3015127094;rhouston@example.com;5809;109,28 €;35,84 €;634.807,52 €;208.194,56 €
C6433;NA;Guatemala;Bebida;Offline;Crítica;28/07/2020;643387544;20/08/2020;3044022606;bryan29@example.com;1527;47,45 €;31,79 €;72.456,15 €;48.543,33 €
C8490;NA;Tuvalu;Snacks;Offline;Baja;9/01/2020;849058902;25/01/2020;3103106815;edonaldson@example.org;4252;152,58 €;97,44 €;648.770,16 €;414.314,88 €
C5576;NA;Philippines;Material de oficina;Offline;Baja;19/08/2022;557667577;15/09/2022;3114046244;fparrish@example.net;5083;651,21 €;524,96 €;3.310.100,43 €;2.668.371,68 €
C7505;NA;Singapore;Ropa;Offline;Crítica;15/02/2022;750512397;4/03/2022;3021381176;jennifer13@example.org;2151;109,28 €;35,84 €;235.061,28 €;77.091,84 €
C2292;NA;Laos;Verduras;Online;Media;13/03/2021;229204690;25/03/2021;3119260461;russellmolina@example.org;5616;154,06 €;90,93 €;865.200,96 €;510.662,88 €
C5656;NA;Montenegro;Frutas;Offline;Alta;10/07/2021;565668284;3/08/2021;3171377109;anna63@example.net;2671;9,33 €;6,92 €;24.920,43 €;18.483,32 €
C2521;NA;Barbados;Snacks;Offline;Media;23/04/2022;252139508;23/05/2022;3166585197;wrightcraig@example.com;2538;152,58 €;97,44 €;387.248,04 €;247.302,72 €
C5511;NA;Egypt;Snacks;Offline;Alta;1/10/2021;551167190;13/11/2021;3107426526;woodchristopher@example.net;1474;152,58 €;97,44 €;224.902,92 €;143.626,56 €
C5456;NA;Sudan;Doméstico;Offline;Crítica;16/04/2021;545612657;29/05/2021;3126249979;manuel80@example.com;7765;668,27 €;502,54 €;5.189.116,55 €;3.902.223,10 €
C2886;NA;Democratic Republic of the Congo;Snacks;Offline;Baja;7/05/2021;288649737;20/06/2021;3117806931;qcuevas@example.net;6727;152,58 €;97,44 €;1.026.405,66 €;655.478,88 €
C3537;NA;Cuba;Cuidado personal;Online;Baja;30/09/2022;353764760;27/10/2022;3175334581;hutchinsonjesse@example.org;5709;81,73 €;56,67 €;466.596,57 €;323.529,03 €
C4847;NA;Ghana;Frutas;Offline;Media;5/06/2022;484756553;14/06/2022;3042246706;olsonsamantha@example.com;9091;9,33 €;6,92 €;84.819,03 €;62.909,72 €
C9457;NA;Poland;Bebida;Online;Media;30/07/2020;945736443;20/08/2020;3128587348;vdavis@example.com;3285;47,45 €;31,79 €;155.873,25 €;104.430,15 €
C2711;NA;Saudi Arabia;Bebida;Offline;Baja;2/02/2022;271128261;7/03/2022;3059915279;rickpeterson@example.org;1732;47,45 €;31,79 €;82.183,40 €;55.060,28 €
C2156;NA;Barbados;Alimento infantil;Offline;Baja;26/10/2020;215668332;21/11/2020;3103743084;stephanie51@example.com;9907;255,28 €;159,42 €;2.529.058,96 €;1.579.373,94 €
C8044;NA;Bosnia and Herzegovina;Frutas;Online;Alta;9/01/2021;804405486;1/02/2021;3143659475;banksgabriel@example.org;314;9,33 €;6,92 €;2.929,62 €;2.172,88 €
C7827;NA;Lebanon;Cárnicos;Online;Media;26/08/2021;782701051;1/09/2021;3045889751;ecobb@example.net;7489;421,89 €;364,69 €;3.159.534,21 €;2.731.163,41 €
C7662;NA;Latvia;Doméstico;Offline;Crítica;15/08/2020;766228854;3/10/2020;3171885100;moorebrianna@example.com;3000;668,27 €;502,54 €;2.004.810,00 €;1.507.620,00 €
C9909;NA;Australia;Frutas;Online;Media;21/12/2021;990975224;27/01/2022;3152579530;basskathryn@example.com;445;9,33 €;6,92 €;4.151,85 €;3.079,40 €
C8632;NA;Jordan;Cereales;Online;Media;20/02/2020;863238990;3/04/2020;3156915966;jennifer78@example.org;455;205,70 €;117,11 €;93.593,50 €;53.285,05 €
C3096;NA;United Kingdom;Cuidado personal;Offline;Media;22/05/2021;309631478;27/05/2021;3114094420;monique40@example.com;5690;81,73 €;56,67 €;465.043,70 €;322.452,30 €
C2270;NA;Haiti;Verduras;Offline;Baja;24/05/2022;227076518;13/07/2022;3106806760;kperez@example.net;5843;154,06 €;90,93 €;900.172,58 €;531.303,99 €
C2328;NA;South Korea;Cuidado personal;Online;Crítica;23/03/2020;232810437;6/04/2020;3011702723;welchsean;2637;81,73 €;56,67 €;215.522,01 €;149.438,79 €
C9143;NA;Niger;Bebida;Online;Crítica;10/05/2022;914382064;6/06/2022;3155011223;charleshunter;4827;47,45 €;31,79 €;229.041,15 €;153.450,33 €
C6796;NA;Mozambique;Verduras;Online;Crítica;17/05/2022;679652726;13/06/2022;3157364820;griffinsamantha@example.org;3200;154,06 €;90,93 €;492.992,00 €;290.976,00 €
C7067;NA;Armenia;Cereales;Online;Baja;2/06/2021;706796252;16/07/2021;3123311285;lauren57@example.net;5572;205,70 €;117,11 €;1.146.160,40 €;652.536,92 €
C8942;NA;Iceland;Frutas;Online;Media;8/01/2021;894298970;26/01/2021;3025935766;ayersalbert@example.com;1793;9,33 €;6,92 €;16.728,69 €;12.407,56 €
C3109;NA;Panama;Bebida;Online;Baja;10/09/2021;310959708;12/10/2021;3059291489;deniseknapp@example.net;8743;47,45 €;31,79 €;414.855,35 €;277.939,97 €
C3458;NA;Switzerland;Bebida;Offline;Baja;27/06/2021;345889794;25/07/2021;3121114048;alexismorales@example.net;5331;47,45 €;31,79 €;252.955,95 €;169.472,49 €
C6585;NA;Mauritius ;Frutas;Online;Alta;15/04/2020;658513057;23/05/2020;3011087816;nicholaswatts@example.org;7502;9,33 €;6,92 €;69.993,66 €;51.913,84 €
C5285;NA;Andorra;Material de oficina;Online;Media;28/03/2021;528565824;3/04/2021;3163557567;williamslauren@example.net;3228;651,21 €;524,96 €;2.102.105,88 €;1.694.570,88 €
C2060;NA;Bangladesh;Material de oficina;Online;Alta;28/09/2020;206096923;15/10/2020;3024888808;goldenanthony@example.org;7514;651,21 €;524,96 €;4.893.191,94 €;3.944.549,44 €
C4614;NA;Tonga;Ropa;Online;1;25/04/2021;461467683;11/05/2021;3016785746;sophia60@example.net;7397;109,28 €;35,84 €;808.344,16 €;265.108,48 €
C3353;NA;Jamaica;Bebida;Online;Alta;4/08/2021;335351932;13/09/2021;3044147578;matthew97@example.org;6944;47,45 €;31,79 €;329.492,80 €;220.749,76 €
C2887;NA;Israel;Verduras;Online;Media;10/08/2020;288735997;14/09/2020;3116089618;xhenry@example.org;2253;154,06 €;90,93 €;347.097,18 €;204.865,29 €
C8529;NA;France;Cuidado personal;Offline;Crítica;3/02/2022;-852918708;14/03/2022;3011601670;nramirez@example.com;6454;81,73 €;56,67 €;527.485,42 €;365.748,18 €
C3795;NA;Benin;Snacks;Offline;Crítica;3/08/2021;379511392;3/08/2021;3048666583;edward21@example.com;4709;152,58 €;97,44 €;718.499,22 €;458.844,96 €
C8904;NA;Philippines;Verduras;Offline;Media;16/03/2022;890437877;24/03/2022;3117395571;kbarry@example.com;9210;154,06 €;90,93 €;1.418.892,60 €;837.465,30 €
C4279;NA;Slovakia;Frutas;Offline;Alta;21/09/2021;427934491;4/10/2021;3052600158;williambryant@example.org;4180;9,33 €;6,92 €;38.999,40 €;28.925,60 €
C7045;NA;Laos;Doméstico;Offline;Alta;13/08/2022;704550063;18/08/2022;3041363209;zdavidson@example.org;875;668,27 €;502,54 €;584.736,25 €;439.722,50 €
C3531;NA;Nauru;Cárnicos;Online;Crítica;16/01/2022;353145921;23/02/2022;3172946252;powelljacqueline@example.org;2580;421,89 €;364,69 €;1.088.476,20 €;940.900,20 €
C7768;NA;Benin;Snacks;Online;Media;9/11/2021;776895892;9/11/2021;3022331968;romerokatelyn@example.org;9614;152,58 €;97,44 €;1.466.904,12 €;936.788,16 €
C2992;NA;Guatemala;Verduras;Online;Crítica;14/06/2021;299286305;3/08/2021;3004569519;thomas29@example.org;4323;154,06 €;90,93 €;666.001,38 €;393.090,39 €
C9141;NA;Belize;Snacks;Online;Alta;17/01/2022;914115989;12/02/2022;3108883357;belljason@example.com;6090;152,58 €;97,44 €;929.212,20 €;593.409,60 €
C6354;NA;Tunisia ;Alimento infantil;Offline;Crítica;30/05/2022;635496270;5/07/2022;3054428671;thomasmary@example.net;6323;255,28 €;159,42 €;1.614.135,44 €;1.008.012,66 €
C2478;NA;Republic of the Congo;Cárnicos;Offline;Alta;13/04/2020;247850978;8/05/2020;3029687453;derek97@example.net;3467;421,89 €;364,69 €;1.462.692,63 €;1.264.380,23 €
C1559;NA;Kiribati;Ropa;Offline;Baja;21/05/2022;155916440;10/07/2022;3004713843;anthony54@example.com;7994;109,28 €;35,84 €;873.584,32 €;286.504,96 €
C8347;NA;Albania;Verduras;Offline;Baja;11/02/2020;834741485;17/02/2020;3137119630;aliciasmith@example.net;7410;154,06 €;90,93 €;1.141.584,60 €;673.791,30 €
C5796;NA;Palau;Cárnicos;Online;Baja;2/06/2022;579687440;5/06/2022;3183153284;stevenscott@example.com;1250;421,89 €;364,69 €;527.362,50 €;455.862,50 €
C4564;NA;Angola;Cuidado personal;Online;Alta;27/01/2020;456428134;6/03/2020;3147175268;nhaley@example.net;6083;81,73 €;56,67 €;497.163,59 €;344.723,61 €
C2509;NA;Swaziland;Snacks;Offline;Media;27/05/2021;250949895;19/06/2021;3136910395;anthonynguyen@example.org;505;152,58 €;97,44 €;77.052,90 €;49.207,20 €
C7195;NA;Barbados;Verduras;Online;Baja;9/04/2022;719551551;14/04/2022;3168631535;nicolebryan@example.org;149;154,06 €;90,93 €;22.954,94 €;13.548,57 €
C4388;NA;Sweden;Cosméticos;Online;Crítica;20/10/2021;-438844430;7/12/2021;3154133805;eric50@example.org;2674;437,20 €;263,33 €;1.169.072,80 €;704.144,42 €
C7557;NA;Zambia;Verduras;Online;Crítica;15/12/2020;755752360;3/02/2021;3178604514;crawfordmichael@example.org;2773;154,06 €;90,93 €;427.208,38 €;252.148,89 €
C8375;NA;Sierra Leone;Ropa;Online;Crítica;1/02/2021;837511670;28/02/2021;3048820166;xlarsen@example.org;7169;109,28 €;35,84 €;783.428,32 €;256.936,96 €
C8216;NA;Sierra Leone;Cosméticos;Offline;Media;12/07/2022;821671187;11/08/2022;3049596424;uacosta@example.org;9619;437,20 €;263,33 €;4.205.426,80 €;2.532.971,27 €
C4660;NA;Andorra;Verduras;Online;Media;17/04/2020;466092240;13/05/2020;3053058234;dakotaeaton@example.org;5906;154,06 €;90,93 €;909.878,36 €;537.032,58 €
